Name,Title,Betweenness Centrality,Closeness Centrality,Clustering Coefficient,Custom Menu Item Action,Custom Menu Item Text,Description,Eigenvector Centrality,Favorites,Followed,Followers,ID,Image File,In-Degree,Joined Twitter Date (UTC),Label,Layout Order,Location,louvain,Opacity,Out-Degree,PageRank,Reciprocated Vertex Pair Ratio,Shape,Size,Time Zone,Time Zone UTC Offset (Seconds),Tooltip,Tweets,Web,X,Y
vooda1,vooda1,1243.15888,0.000577,0.264724310776942,http://twitter.com/vooda1,Open Twitter Page for This Person,"pro-choice crusader, equal rights for all, democrat, President Obama supporter, love to laugh, love my family",0.0062,207,1721,1170,132,http://a0.twimg.com/profile_images/2478691912/hgwr8230sw4vbdmnzvnk_normal.jpeg,41,5/12/2011 2:57:03 AM,vooda1,33.5655059520495,,2.0,99.9022839389316,45,1.704592,0.508771929824561,Image,86.6117601497451,Central Time (US & Canada),-21600,"vooda1

RT @areyou0: There is absolutely
no 1 that I would want as President
of the United States more than
President Barack Obama!! A man
for the people! #My2k",7368,,8088.1220703125,4930.3232421875
BlueballsNina,BlueballsNina,892.886187,0.000634,0.237244897959184,http://twitter.com/BlueballsNina,Open Twitter Page for This Person,A proud & grateful American who's sick of dictator obama's anti-American shit!! Thank u ALL veterans true American heroes!!,0.000172,6925,2438,2226,169,http://a0.twimg.com/profile_images/2980307330/a1b625fe3dd956095c480074309106c4_normal.png,34,5/19/2012 12:55:10 AM,BlueballsNina,62.9579626062071,,1.0,99.8140889299674,50,1.904742,0.673469387755102,Image,153.953656490028,,,"BlueballsNina

RT @Kerryepp: "If you tax people
who work and pay people who don't,
do not be surprised if you find
a lot of people not working"-Arthur
Laffer #tcot #my2k",22722,,2897.87036132813,5283.083984375
Welles19,Welles19,1174.477194,0.000629,0.170769230769231,http://twitter.com/Welles19,Open Twitter Page for This Person,Only love can defeat hate -Dr. King,0.000144,1782,1279,735,136,http://a0.twimg.com/profile_images/2831198070/52d4be339513b32cbbfbc7107c0fb833_normal.jpeg,13,11/10/2012 1:10:26 PM,Welles19,21.4578178416721,Planet of the Apes,1.0,99.9386142693289,27,1.106383,0.461538461538462,Image,58.8714903504809,Eastern Time (US & Canada),-18000,"Welles19

RT @JC7109: Obama Fun Facts.....
#my2k #tcot #mapoli http://t.co/ZkBMoDSA",2570,,2841.734375,6501.24853515625
PeterMAbraham,PeterMAbraham,15111.587325,0.000613,0.142292490118577,http://twitter.com/PeterMAbraham,Open Twitter Page for This Person,"Follower of Christ Jesus, husband, father of a daughter whom we adopted as a teenager.
Currently unemployed; previous CEO of http://dynamicnet.net/",0.000125,5,216,244,7,http://a0.twimg.com/profile_images/1867148471/peter_m_abraham_photo_png_original_201203010605pm_normal.png,13,6/14/2011 5:30:45 PM,PeterMAbraham,7.79143884811973,"Lancaster County, PA",1.0,99.9796216077772,24,1.500559,0.521739130434783,Image,27.5600593816562,Eastern Time (US & Canada),-18000,"PeterMAbraham

91% of Pregnant Women Planned Parenthood
Sees Get Abortions http://t.co/AgMT1puj
#my2k should not be used for murder.
#pjnet",4285,http://www.linkedin.com/in/petermabraham?trk=shareTw,1874.59729003906,7047.5166015625
my2k,my2k,11410,0.000407,0.0222222222222222,http://twitter.com/my2k,Open Twitter Page for This Person,"I am an animator, who loves the animation and visual effects biz. I love movies, comics, and pop illustration",0,45,380,532,15,http://a0.twimg.com/profile_images/2850860450/2e2762db078dbc661be9001e4cb6e8e5_normal.png,11,5/18/2007 8:27:17 AM,my2k,15.8075633901627,Canada,5.0,99.9555684235142,7,3.915891,0.6,Image,45.9260311108242,Pacific Time (US & Canada),-28800,"my2k

@AManNamedDave you think that's
bad? "Wow, this woman has a lovely
voice, this is great! I wonder
who sh- Oh, it's Justin Bieber"",4984,,8814.1328125,1741.21618652344
esd2000,esd2000,2473.838337,0.000612,0.238171611868484,http://twitter.com/esd2000,Open Twitter Page for This Person,"Obama2012, STOP War On Women. RWNJs stay away. Stick to FACTS.Not ALL RWers are NJ's",0.009049,38,5075,4648,73,http://a0.twimg.com/profile_images/2866473946/4cb9a1587bee1e15f67acdbddeea4343_normal.png,77,4/17/2009 2:25:01 AM,esd2000,130.371343303527,Indiana,2.0,99.6118083317558,59,2.440118,0.563218390804598,Image,308.406377073517,Eastern Time (US & Canada),-18000,"esd2000

RT @areyou0: President Barack Obama
is a devoted American, devoted
Christian, committed service to
all Americans! #My2k",58398,,7815.2646484375,5543.09619140625
albinwonderland,albinwonderland,0,0.000323,0,http://twitter.com/albinwonderland,Open Twitter Page for This Person,http://www.youtube.com/user/albinwonderland,0,43,87,8021,687,http://a0.twimg.com/profile_images/1476967913/Screen_shot_2011-08-03_at_11.01.24_PM_normal.png,1,2/25/2009 8:00:18 PM,albinwonderland,224.254635249051,"Ontario, Canada",5.0,99.3301021146758,1,0.452592,1,Image,523.505066804363,Central Time (US & Canada),-21600,"albinwonderland

@my2k you have no idea how excited
I am!!!!! http://t.co/5TSF987Y",7463,http://albinwonderland.tumblr.com/,8479.3505859375,2061.46264648438
rozzie726,rozzie726,0,0.000456,0.5,http://twitter.com/rozzie726,Open Twitter Page for This Person,God; Ballet; Music and Inspiration ∞,0.000217,10548,258,117,606,http://a0.twimg.com/profile_images/2952773849/fe67804c1a186603a1019432bab8ec57_normal.jpeg,1,8/13/2011 12:00:47 AM,rozzie726,4.25655059520495,,2.0,99.9902283938932,2,0.203841,0.5,Image,19.4611760149745,Eastern Time (US & Canada),-18000,"rozzie726

RT @areyou0: There is absolutely
no 1 that I would want as President
of the United States more than
President Barack Obama!! A man
for the people! #My2k",5612,,9277.4375,5178.2392578125
debbiedeegan,debbiedeegan,3010.277733,0.000622,0.363636363636364,http://twitter.com/debbiedeegan,Open Twitter Page for This Person,"Liberal, Pro choice",0.001723,82,1058,364,62,http://a0.twimg.com/profile_images/620193514/DD_normal.jpg,8,1/7/2010 11:50:25 PM,debbiedeegan,11.1314907406376,New York,2.0,99.9695994476676,11,0.436223,0.727272727272727,Image,35.2125476021429,Eastern Time (US & Canada),-18000,"debbiedeegan

RT @areyou0: There is absolutely
no 1 that I would want as President
of the United States more than
President Barack Obama!! A man
for the people! #My2k",2921,,7733.810546875,8080.078125
shawncrystal,shawncrystal,0,0.000323,0,http://twitter.com/shawncrystal,Open Twitter Page for This Person,"Marvel comics artist, College Prof, Family man.",0,6,268,1336,690,http://a0.twimg.com/profile_images/2961517137/c31f5d51040a8b8eed5a26b93d520bb0_normal.jpeg,1,5/20/2010 3:35:59 PM,shawncrystal,38.1859110700326,Inkpulp HQ,5.0,99.8884199507801,1,0.452592,1,Image,97.1977021880849,Quito,-18000,"shawncrystal

@my2k when speaking about BBQ,
everything's delicious!",5833,http://inkpulp.deviantart.com/,9253.28515625,1890.10778808594
Le0nJ0seph,Le0nJ0seph,10.692214,0.000521,0.3,http://twitter.com/Le0nJ0seph,Open Twitter Page for This Person,,1.9E-05,7450,124,150,461,http://a0.twimg.com/profile_images/2821774634/f14d665b02f40f1544596721c058f4fb_normal.jpeg,5,9/10/2011 9:25:57 PM,Le0nJ0seph,5.17506486564738,,1.0,99.987472299863,5,0.41325,0.333333333333333,Image,21.5656102756083,Mountain Time (US & Canada),-25200,"Le0nJ0seph

RT @Kerryepp: "If you tax people
who work and pay people who don't,
do not be surprised if you find
a lot of people not working"-Arthur
Laffer #tcot #my2k",8273,,2270.25024414063,7591.5380859375
WINNINGUGLY2012,WINNINGUGLY2012,1.972792,0.000481,0.416666666666667,http://twitter.com/WINNINGUGLY2012,Open Twitter Page for This Person,"Love Chicago Sports and City, from Eastern Indiana, father of one, gorgious wife, and great life",0.000486,62,1679,503,514,http://a0.twimg.com/profile_images/3073349922/c27d86f535e044ef31cf277975dec314_normal.jpeg,1,3/1/2009 10:51:34 AM,WINNINGUGLY2012,15.0003841828042,,2.0,99.9579904455407,4,0.25176,0.25,Image,44.0766797908733,Eastern Time (US & Canada),-18000,"WINNINGUGLY2012

RT @areyou0: President Obama has
courage to stand up against the
GOP, John Boehener &amp; Mitch
McConnell &amp; we the American
people back the President! #My2k",8447,,9086.091796875,5568.4248046875
FreeGlass,FreeGlass,0,0.000323,0,http://twitter.com/FreeGlass,Open Twitter Page for This Person,"Short-haired artist, illustrator and comic maker. And reluctantly still a highschooler.",0,297,97,46,637,http://a0.twimg.com/profile_images/2393439735/fym1t5gcks1y3g9kx2ge_normal.png,0,11/29/2009 2:14:16 AM,FreeGlass,2.2803532254652,"Monterrey, Mexico",5.0,99.996158171958,1,0.452592,0,Image,14.9334538178532,Central Time (US & Canada),-21600,"FreeGlass

@FreeGlass @my2k sorry, forget
i said that",2393,http://freeglass.tumblr.com/,8717.2548828125,1298.99670410156
thebighoot,thebighoot,752.672473,0.000579,0.1699604743083,http://twitter.com/thebighoot,Open Twitter Page for This Person,"We still find the greedy hand of government thrusting itself into every corner and crevice…new pretenses for revenue and taxation…  
-- Thomas Paine",5.6E-05,766,845,2753,184,http://a0.twimg.com/profile_images/3044221379/1861954d5a19152a3a3d5789a30206df_normal.jpeg,14,4/14/2009 5:40:13 PM,thebighoot,77.6263571675148,West Texas OIL Country Odessa,1.0,99.7700749434862,16,1.085469,0.217391304347826,Image,187.560833924998,Central Time (US & Canada),-21600,"thebighoot

Obama's Fairshare 2 https://t.co/wsBeYs5y!
#ACA #HCR #p2 #tcot #teaparty #MY2K
#CTL #tlot",63780,,1986.87268066406,6123.68798828125
hobelman69,hobelman69,16.63002,0.000502,0,http://twitter.com/hobelman69,Open Twitter Page for This Person,A disillusioned patriot.  I'm ready for the revolution to get here.  I'm also a highly creative person with interests in many different things.,1.1E-05,27,158,77,440,http://a0.twimg.com/profile_images/2834189773/3703d15810289eeae32b3e101983ffdd_normal.jpeg,2,5/25/2009 5:46:54 PM,hobelman69,3.14319996436565,"St. Louis, MO",1.0,99.9935691139297,4,0.352658,0.333333333333333,Image,16.9103466081456,,,"hobelman69

RT @Kerryepp: "If you tax people
who work and pay people who don't,
do not be surprised if you find
a lot of people not working"-Arthur
Laffer #tcot #my2k",574,http://bannormanner.blogspot.com,2311.0869140625,1931.45690917969
Zebraz5inTexas,Zebraz5inTexas,58.133324,0.000545,0.389705882352941,http://twitter.com/Zebraz5inTexas,Open Twitter Page for This Person,"LOVE ALL CREATURES,BELIEVE IN GOD,MAKE PEACE,BE FAIR, SUPPORT THE MILITARY AND OUR PRESIDENT. BE OPTIMISTIC, BELIEVE IN MIRACLES. DO FOR OTHERS, FAMILY FIRST.",0.002066,200,316,183,382,http://a0.twimg.com/profile_images/3035761953/ddf3fa25c9f100fbd9ba495de4caf2a5_normal.png,12,12/24/2012 4:35:50 PM,Zebraz5inTexas,6.0935791360898,Texas,2.0,99.9847162058329,17,0.596116,0.705882352941177,Image,23.6700445362422,Hawaii,-36000,"Zebraz5inTexas

RT @areyou0: President Barack Obama
is 1 of the most dignify person
that 1 could ever meet! #My2k",2261,,6706.15283203125,6629.8603515625
Annebellasays,Annebellasays,0,0.000524,0.5,http://twitter.com/Annebellasays,Open Twitter Page for This Person,Expert napper.  Christian woman that can cuss up a storm if provoked. US patriot and fiercly protective- I scare myself.  I want answers #benghazi #obamasucks,1.9E-05,115,174,90,607,http://a0.twimg.com/profile_images/3011681589/84889093130883aba01f0734f472ed6b_normal.jpeg,2,8/8/2012 6:01:28 PM,Annebellasays,3.50503891938843,,1.0,99.9924833799178,3,0.315815,0.5,Image,17.739366165365,,,"Annebellasays

RT @JC7109: Obama Fun Facts.....
#my2k #tcot #mapoli http://t.co/ZkBMoDSA",426,,4187.92236328125,6660.4072265625
Iwritesongs4me,Iwritesongs4me,1058.591855,0.000622,0.263888888888889,http://twitter.com/Iwritesongs4me,Open Twitter Page for This Person,I am a songwriter and very famous......in my own mind!,0.001025,299,776,180,150,http://a0.twimg.com/profile_images/1796923687/B_W_Writer_normal.jpg,5,2/1/2012 2:41:18 PM,Iwritesongs4me,6.01007783877685,North-Oh-My-Gawd NY,2.0,99.9849667598356,8,0.410171,0.444444444444444,Image,23.47873233073,Central Time (US & Canada),-21600,"Iwritesongs4me

RT @areyou0: @DirkZ1 President
Barack Obama has more class in
his fingernail in his pinky than
the entire personnel on Fox News!
#My2k",964,,7409.4990234375,8261.7021484375
financetoxic,financetoxic,0,0,0,http://twitter.com/financetoxic,Open Twitter Page for This Person,nouvelles approches socio-économiques en finance,0,0,0,97,578,http://a0.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,1,12/18/2009 3:01:46 PM,financetoxic,3.6998752797853,Luxembourg,3.0,99.9918987539114,1,0.999999,Not Applicable,Image,18.1857613115601,Vienna,3600,"financetoxic

http://t.co/t6w6Mjal RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/5CEtmXQl......",17276,http://www.comentar.eu/financetoxic,6319.33544921875,1255.3330078125
luxembourgnews,luxembourgnews,1,0.000284,0,http://twitter.com/luxembourgnews,Open Twitter Page for This Person,,0,1,16,347,529,http://a0.twimg.com/profile_images/250832013/luxembourg_normal.jpg,3,6/5/2009 11:30:28 AM,luxembourgnews,10.6583167225309,Luxembourg,6.0,99.9710192536831,1,0.741154,0,Image,34.1284451042406,London,0,"luxembourgnews

http://t.co/DxMmTMgz RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/igXb6DbQ......",73142,http://www.letze.buerg.eu,8363.2373046875,668.606567382813
news_luxembourg,news_luxembourg,0,0.000284,1,http://twitter.com/news_luxembourg,Open Twitter Page for This Person,Aggregate of Luxembourgs NewspaperNews,0,0,14,766,636,http://a0.twimg.com/profile_images/296899214/gelle_fra_normal.jpg,3,7/4/2009 1:27:21 PM,news_luxembourg,22.3206645805726,Luxembourg,6.0,99.9360252113005,1,0.646817,0,Image,60.8483831407733,Brussels,3600,"news_luxembourg

http://t.co/ay3md1F0 RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/OEjq3C7x......",76026,http://www.letze.buerg.eu,9209.73046875,971.5185546875
oecdtoxic,oecdtoxic,3.333333,0.000284,0,http://twitter.com/oecdtoxic,Open Twitter Page for This Person,OECD critics and news,0,0,3,147,498,http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,2,6/19/2009 4:04:15 PM,oecdtoxic,5.09156356833443,Luxembourg,6.0,99.9877228538658,2,0.722287,0,Image,21.3742980700962,Brussels,3600,"oecdtoxic

http://t.co/115G11MF RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/MSgIwrV0......",12964,http://www.buerg.eu,8659.4130859375,925.36767578125
news_europe,news_europe,1270.666667,0.000346,0.333333333333333,http://twitter.com/news_europe,Open Twitter Page for This Person,News Aggregator Group,0,0,253,512,130,http://a0.twimg.com/profile_images/315344022/wilhelm_2_normal.jpg,2,7/4/2009 12:14:25 PM,news_europe,15.250888074743,luxembourg,6.0,99.9572387835325,3,0.830646,0,Image,44.6506164074098,Brussels,3600,"news_europe

http://t.co/aGqhffBe RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/5rnYvesE......",71661,http://www.buerg.eu,8652.59765625,418.544677734375
toxicpierre,toxicpierre,634,0.000346,0.5,http://twitter.com/toxicpierre,Open Twitter Page for This Person,,0,1,474,307,195,http://a0.twimg.com/profile_images/576067321/susi_canape_normal.JPG,3,6/15/2009 2:45:25 PM,toxicpierre,9.54496609169163,Luxembourg,6.0,99.9743599737197,5,0.917097,0.5,Image,31.5776156974117,Amsterdam,3600,"toxicpierre

http://t.co/whZsczLZ RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/ucI2qg75......",13958,,9253.28515625,623.316528320313
luxembourg_news,luxembourg_news,1915.666667,0.000347,0.233333333333333,http://twitter.com/luxembourg_news,Open Twitter Page for This Person,"NOUVELLEN aus LêTZEBUERG

Specific Political News about LUXEMBOURG
fully operational October 2010",0,1,1644,756,90,http://a0.twimg.com/profile_images/1131189645/susi_canape_normal.JPG,3,6/21/2009 1:20:15 PM,luxembourg_news,22.0423269228628,Luxembourg Paris Bruxelles,6.0,99.9368603913097,7,1.298258,0.333333333333333,Image,60.210675789066,Brussels,3600,"luxembourg_news

http://t.co/dDii47U2 RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/ZxwKwG4Z......",71713,http://albertoxic.com,8956.8896484375,669.17822265625
politoxic,politoxic,5059.333333,0.000443,0.3,http://twitter.com/politoxic,Open Twitter Page for This Person,politique politik luxemburg luxembourg letzebuerg,2E-06,3,61,285,34,http://a0.twimg.com/profile_images/229441466/papasmall_normal.jpg,6,5/8/2009 6:52:56 AM,politoxic,8.93262324473001,Luxembourg,6.0,99.9761973697398,4,0.96349,0.6,Image,30.1746595236558,Brussels,3600,"politoxic

http://t.co/gwyGmLBh RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/OFr1cLfd......",14736,http://www.buerg.eu,8956.3876953125,332.896820068359
eutoxic,eutoxic,2528,0.000443,0.583333333333333,http://twitter.com/eutoxic,Open Twitter Page for This Person,european news broadcasted from Luxembourg,2E-06,0,6,161,71,http://a0.twimg.com/profile_images/252093526/justicefirall_normal.jpg,5,6/6/2009 1:26:29 PM,eutoxic,5.48123628912818,Luxembourg,6.0,99.986553601853,2,0.786977,0.25,Image,22.2670883624863,Brussels,3600,"eutoxic

http://t.co/VKmzMPEl RT #my2k Moody's
anticipates U.S. credit downgrade
following fiscal cliff deal http://t.co/fFxpxIhc......",23066,http://www.bierger.eu,9220.19921875,327.478179931641
KellyDian,KellyDian,5.586615,0.000494,0.25,http://twitter.com/KellyDian,Open Twitter Page for This Person,,1.1E-05,99,244,164,483,http://a0.twimg.com/profile_images/3044479688/f6fa4cc77973dd7c72258062fd83b495_normal.jpeg,3,1/10/2009 11:50:10 PM,KellyDian,5.56473758644113,"Melody InMyHeart, USA",1.0,99.9863030478502,5,0.357791,0.5,Image,22.4584005679985,Eastern Time (US & Canada),-18000,"KellyDian

RT @JC7109: Obama Fun Facts.....
#my2k #tcot #mapoli http://t.co/ZkBMoDSA",6566,,2812.77075195313,5156.07080078125
BethKujala,BethKujala,0,0,0,http://twitter.com/BethKujala,Open Twitter Page for This Person,"I am here to learn, and to learn who to follow!",0,2,71,26,558,http://a0.twimg.com/profile_images/1469311219/momTusk_normal.jpg,1,7/30/2011 2:15:46 PM,BethKujala,1.72367791004555,"Avon, Ohio",3.0,99.9978285319763,1,0.999999,Not Applicable,Image,13.6580391144388,,,"BethKujala

RT @MarkWSchumann: Do I have this
right? Billionaires trash economy
&amp; put 20% outta work, so you're
taking MY social security? #my2k
#biteme",130,,6596.7744140625,1626.47485351563
Boomergirls,Boomergirls,0,0.000497,0,http://twitter.com/Boomergirls,Open Twitter Page for This Person,"I'm just a Baby Boomer blogging about simple, artful, living. I also own & operate an all Organic Salon & Spa:",1.1E-05,0,8912,8263,615,http://a0.twimg.com/profile_images/1188165782/ira_profile3s_normal.jpg,2,12/11/2010 7:20:43 PM,Boomergirls,230.990406565628,,1.0,99.3098907584548,1,0.319565,0,Image,538.937584715678,,,"Boomergirls

Cancer Update from Johns Hopkins:
http://t.co/uhpbU7f6 Indications
of Need to alkaline your body.
#boomers #health #my2k",7318,https://www.facebook.com/StGeorgeOrganicSalon,1859.48278808594,8570.9921875
RonHall46,RonHall46,6573.718263,0.000625,0.345920745920746,http://twitter.com/RonHall46,Open Twitter Page for This Person,"Hey America!/THANK YOU!/Guess we could afford 4 mo YEARS, huh?/Damn Right!/Yay!/Pres.Obama!/Continue fighting Repug. CRAZY!/Romnesia=STILL REAL/Name will change",0.008049,3021,1701,986,24,http://a0.twimg.com/profile_images/2737851802/42ce63b887fd2e666a588665d5ef5fbd_normal.jpeg,45,8/18/2012 11:22:15 PM,RonHall46,28.4440930501888,,2.0,99.9176512510997,65,1.842118,0.666666666666667,Image,74.8779448783322,Mountain Time (US & Canada),-25200,"RonHall46

RT @areyou0: RT"@RJfree1998: @areyou0
where's your 2k? Integrity, bwahaha"
He saved you 2k by stopping the
fiscal cliff asshole! @keriRN @RonHall46
#My2k",7813,,7267.5791015625,6027.01220703125
bonedogsBot,bonedogsBot,0,0,0,http://twitter.com/bonedogsBot,Open Twitter Page for This Person,I helped create a more educated American populace by exposing them to the truth about our wars.  I went to jail and was tortured for it.,0,0,1,14,590,http://a0.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,1,6/30/2009 5:44:23 PM,bonedogsBot,1.38967272079376,Jail forever (Obama sez!),3.0,99.9988307479872,1,0.999999,Not Applicable,Image,12.8927902923901,,,"bonedogsBot

The GuardianClimate change and
poverty have not gone awayThe GuardianThe
problem is not only that... http://t.co/JUIyul37
#balance #my2k",3569,,5487.021484375,1626.47485351563
